ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	COGID	MORPHEMES	ALIGNMENT
1614	Yahuna	Branch	yapuhḗ̠rika	yapuhḗ̠rika	j a p u h ɛː ɾ i k a		315	1050		j a p u h ɛː ɾ i k a
1945	Desano	Brave	tulapu̠nī́ka	tulapu̠nī́ka	t u ɺ a p ʊ n iː k a		317	1258		t u ɺ a p ʊ n iː k a
1946	Desano	Brave	tulapu̠lī́ka	tulapu̠lī́ka	t u ɺ a p ʊ ɺ iː k a		317	1258		t u ɺ a p ʊ ɺ iː k a
320	Desano	Breath	tsīunduxhā́ko	tsīunduxhā́ko	t s iː u n d u x h aː k ɔ		320	214		t s iː u n d u x h aː k ɔ
321	Yahuna	Breath	(n)dyiaká	dyiaká	d j i a k a		321	215		d j i a k a
2083	Desano	Bring water!	dex̯kó ai̯riké	dex̯kó_ai̯riké	d e ç k ɔ + a j ɾ i k e		323 324	1341		d e ç k ɔ + a j - - ɾ i k e
2084	Yupua	Bring water!	de̠ko ai̯uálisu	de̠ko_ai̯uálisu	d ɛ k ɔ + a j u a ɺ i s u		323 324	1341		d ɛ - k ɔ + a j u a ɺ i s u
2085	Yupua	Bring water!	de̠(x̯)ko ai̯uáli(t)x̯u	de̠ko_ai̯uálix̯u	d ɛ k ɔ + a j u a ɺ i ç u		323 324	1341		d ɛ - k ɔ + a j u a ɺ i ç u
2086	Yupua	Bring ’here!	ā́ge̥ ai̯uáli(t)sú	ā́ge̥_ai̯uálisú	aː g ɨ + a j u a ɺ i s u		330 331	1342		aː g ɨ + a j u a ɺ i s u
349	Desano	Brook	pē̠ráma	pē̠ráma	p ɛː ɾ a m a		333	234		p ɛː ɾ a m a
350	Yahuna	Brook	diámaka	diámaka	d i a m a k a		334	235		d i a m a k a
351	Yahuna	Brook	liámaka	liámaka	ɺ i a m a k a		334	235		ɺ i a m a k a
982	Yupua	Brother	nihá	nihá	n i h a		337	661		- - n i h - - a
983	Yahuna	Brother	yimā́'mi	yimā́'mi	j i m aː ʔ m i		338	662		j i m aː ʔ m i
984	Koretu	Brother	sínehine̠	sínehine̠	s i n e h i n ɛ		337	661		s i n e h i n ɛ
987	Desano	Brother in law	yébaxsulina	yébaxsulina	j e b a x s u ɺ i n a		341	665		j e b a x s u ɺ i n a
988	Yahuna	Brother in law	yuamahí	yuamahí	j u a m a h i		342	666		j u a m a h i
2078	Desano	Burn, burn	ehéai̯yā(ni)	ehéai̯yā	e h e a j j aː		344	1336		e h e a j j aː
2079	Yahuna	Burn, burn	móhóe̠li	móhóe̠li	m ɔ h ɔ ɛ ɺ i		346	1337		m ɔ h ɔ ɛ ɺ i
2080	Koretu	Burn, burn	houo̯úo	houo̯úo	h ɔ w o u ɔ		345	1338		h ɔ w o u ɔ
1774	Yahuna	Busú	uahía	uahía	u a h i a		348	1146		u a h i a
1545	Desano	Butterfly	pṓgolu	pṓgolu	p ɔː g ɔ ɺ u		350	1001		p ɔː g ɔ ɺ u
1546	Yupua	Butterfly	pó(o)golo	pógolo	p ɔ g ɔ ɺ ɔ		350	1001		p ɔ g ɔ ɺ ɔ
1547	Yahuna	Butterfly	pī́naka	pī́naka	p iː n a k a		350	1001		p iː n a k a
1548	Koretu	Butterfly	laúariko	laúariko	ɺ a u a ɾ i k ɔ		351	1002		ɺ a u a ɾ i k ɔ
1549	Desano	Butterfly	pṓgoru	pṓgoru	p ɔː g ɔ ɾ u		350	1001		p ɔː g ɔ ɾ u
230	Desano	Buttocks	gōrópe̠ru	gōrópe̠ru	g ɔː ɾ ɔ p ɛ ɾ u		356	154		g ɔː ɾ ɔ p ɛ ɾ u
231	Yupua	Buttocks	ge̥rápe̠	ge̥rápe̠	g ɨ ɾ a p ɛ		356	154		g ɨ ɾ a p - - ɛ
232	Yahuna	Buttocks	yopé̠a	yopé̠a	j ɔ p ɛ a		358	155		j ɔ p ɛ a
233	Koretu	Buttocks	síaḥu̠	síaḥu̠	s i a ħ ʊ		357	156		s i a ħ ʊ
234	Desano	Buttocks	gōlópe̠ru	gōlópe̠ru	g ɔː ɺ ɔ p ɛ ɾ u		356	154		g ɔː ɺ ɔ p ɛ ɾ u
545	Desano	Buttress posts	bōrá	bōrá	b ɔː ɾ a		362	363		b ɔː ɾ a
546	Yahuna	Buttress posts	bo(x)tá	botá	b ɔ t a		362	363		b ɔ t a
547	Desano	Buttress posts	bōlá	bōlá	b ɔː ɺ a		362	363		b ɔː ɺ a
914	Desano	Cachaça (rum)	tsī́puli	tsī́puli	t s iː p u ɺ i		366	622		t s iː p u ɺ i
355	Desano	Cachoeira (rapids, waterfall)	e̥xtámu	e̥xtámu	ɨ x t a m u		368	237		ɨ x t a m u
356	Yahuna	Cachoeira (rapids, waterfall)	ātá	ātá	aː t a		369	238		aː t a
1111	Desano	Caiarára monkey	mexságaxki	mexságaxki	m e x s a g a x k i		371	744		m e x s a g a x k i
1112	Yahuna	Caiarára monkey	take̠bóe̠a	take̠bóe̠a	t a k ɛ b ɔ ɛ a		372	745		t a k ɛ b ɔ ɛ a
676	Yahuna	Calabash with lid as a coca container	ulé̠raka	ulé̠raka	u ɺ ɛ ɾ a k a		374	455		u ɺ ɛ ɾ a k a
138	Desano	Calf	nyĩṅ(g)áliru	nyĩṅáliru	n j ĩ ŋ a ɺ i ɾ u		376	97		n j ĩ ŋ a ɺ - i ɾ u
139	Yupua	Calf	(g)(n)õãdiíle̥	õãdiíle̥	ɔ̃ ã d i i ɺ ɨ		377	98		ɔ̃ ã d i i ɺ ɨ
140	Yahuna	Calf	nyikalíye̠	nyikalíye̠	n j i k a ɺ i j ɛ		376	97		n j i k a ɺ - i j ɛ
141	Yupua	Calf	(g)(n)ṹẽdiíle̥	ṹẽdiíle̥	ũ ẽ d i i ɺ ɨ		377	98		ũ ẽ d i i ɺ ɨ
142	Yahuna	Calf	nyikalíiye̠	nyikalíiye̠	n j i k a ɺ i i j ɛ		376	97		n j i k a ɺ i i j ɛ
1371	Yahuna	Cancão	kāgakáue̯	kāgakáue̯	k aː g a k a w e		382	898		k aː g a k a w e
1434	Yahuna	Candirú	kanirú	kanirú	k a n i ɾ u		384	936		k a n i ɾ u
1683	Desano	Capsicum	biá	biá	b i a		386	1093		b i - - a
1684	Yupua	Capsicum	bía	bía	b i a		386	1093		b i - - a
1685	Koretu	Capsicum	bíare̥	bíare̥	b i a ɾ ɨ		386	1093		b i a ɾ ɨ
1097	Desano	Capuchin monkey	gaxkí	gaxkí	g a x k i		390	738		g a x k - i
1098	Yupua	Capuchin monkey	kākí	kākí	k aː k i		390	738		k aː - k - i
1099	Yahuna	Capuchin monkey	take̠á	take̠á	t a k ɛ a		390	738		t a - k ɛ a
1100	Koretu	Capuchin monkey	tá(a)ki	táki	t a k i		390	738		t a - k - i
1161	Desano	Capybara	diaúex̯ke̥	diaúex̯ke̥	d i a u e ç k ɨ		395	769		d i a u e ç k ɨ
1162	Yupua	Capybara	diau̯ike̥	diau̯ike̥	d i a w i k ɨ		395	769		d i a w i - k ɨ
1163	Yahuna	Capybara	ke̠húa	ke̠húa	k ɛ h u a		396	770		k ɛ h - u a
1164	Koretu	Capybara	ké̠tu	ké̠tu	k ɛ t u		396	770		k ɛ - t u -
1165	Yahuna	Capybara	ke̠húe	ke̠húe	k ɛ h u e		396	770		k ɛ h - u e
1166	Koretu	Capybara	ké̠'tu	ké̠'tu	k ɛ ʔ t u		396	770		k ɛ ʔ t u -
1768	Desano	Caraná	muhí 	muhí	m u h i		402	1141		m u h i -
1769	Yahuna	Caraná	muía	muía	m u i a		402	1141		m u - i a
1342	Desano	Carará	dex̯kónax(t)si	dex̯kónaxsi	d e ç k ɔ n a x s i		405	876		d e ç k ɔ n a x s i
1343	Yupua	Carará	día(n)yasi	díayasi	d i a j a s i		406	877		d i a j a s i
1344	Yahuna	Carará	kā́dyue̠ka	kā́dyue̠ka	k aː d j u ɛ k a		407	878		k aː d j u ɛ k a
1345	Koretu	Carará	kíai̯ua	kíai̯ua	k i a j u a		406	877		k i a j u - a
1751	Desano	Carayurú	gōnoi̯yá	gōnoi̯yá	g ɔː n ɔ j j a		410	1132		g ɔː n ɔ j j a
1752	Yupua	Carayurú	(ṅ)ge̥lā(d)yí	ge̥lāyí	g ɨ ɺ aː j i		410	1132		g ɨ ɺ aː - j i
1753	Yahuna	Carayurú	kḗ̠naka	kḗ̠naka	k ɛː n a k a		410	1132		k ɛː n a - k a
1754	Koretu	Carayurú	kiámikolire̥	kiámikolire̥	k i a m i k ɔ ɺ i ɾ ɨ		411	1133		k i a m i k ɔ ɺ i ɾ ɨ
590	Desano	Carrying basket of women	púibu	púibu	p u i b u		415	392		p u i b u
591	Yupua	Carrying basket of women	pé̥i	pé̥i	p ɨ i		415	392		p ɨ - - i
592	Yahuna	Carrying basket of women	piía	piía	p i i a		415	392		p i i - a
593	Koretu	Carrying basket of women	ó(o)atu	óatu	ɔ a t u		416	393		ɔ a t u
834	Yahuna	Carved tucumá fruit peel bracelet	pī́re̠a	pī́re̠a	p iː ɾ ɛ a		420	562		p iː ɾ ɛ a
1678	Desano	Cará, inyame	ya(e)mú	yamú	j a m u		422	1092		j a - m u - -
1679	Yupua	Cará, inyame	yámu	yámu	j a m u		422	1092		j a - m u - -
1680	Yahuna	Cará, inyame	ya'múa	ya'múa	j a ʔ m u a		422	1092		j a ʔ m u - a
1681	Koretu	Cará, inyame	yaúre̥	yaúre̥	j a u ɾ ɨ		422	1092		j a - - u ɾ ɨ
1682	Yahuna	Cará, inyame	ya(a)múa	yamúa	j a m u a		422	1092		j a - m u - a
718	Yahuna	Case for the tips of these poison arrows	te̠ube̠uíya	te̠ube̠uíya	t ɛ u b ɛ u i j a		428	480		t ɛ u b ɛ u i j a
1232	Desano	Cat	pitsána	pitsána	p i t s a n a		430	807		p i t s a n a
1552	Desano	Caterpillar	bex̯gá	bex̯gá	b e ç g a		432	1005		b e ç g a
842	Yupua	Cerimonial mask	uá(x)so	uáso	u a s ɔ		435	569		u a s - - - - ɔ
843	Yahuna	Cerimonial mask	ōpire̠kóa	ōpire̠kóa	ɔː p i ɾ ɛ k ɔ a		434	570		ɔː p i ɾ ɛ k ɔ a
844	Yupua	Cerimonial mask	uá(x)(t)sagát(š)i	uásagáti	u a s a g a t i		435	569		u a s a g a t i
85	Desano	Cheek	uayúpona	uayúpona	u a j u p ɔ n a		438	56		u a j u p ɔ n a
86	Yahuna	Cheek	ye̠té̠a	ye̠té̠a	j ɛ t ɛ a		439	57		j ɛ t ɛ a
198	Desano	Chest	kolétipi	kolétipi	k ɔ ɺ e t i p i		441	137		k ɔ ɺ e t - - i p i
199	Yupua	Chest	kolé̠me̠te̠	kolé̠me̠te̠	k ɔ ɺ ɛ m ɛ t ɛ		441	137		k ɔ ɺ ɛ m - - ɛ t ɛ
200	Yahuna	Chest	kālimakíya	kālimakíya	k aː ɺ i m a k i j a		441	137		k aː ɺ i m a k i j a
201	Koretu	Chest	sikotitile̥	sikotitile̥	s i k ɔ t i t i ɺ ɨ		442	138		s i k ɔ t i t i ɺ ɨ
202	Desano	Chest	korétipi	korétipi	k ɔ ɾ e t i p i		441	137		k ɔ ɾ e t - - i p i
203	Yahuna	Chest	kālimakía	kālimakía	k aː ɺ i m a k i a		441	137		k aː ɺ i m a k i - a
1034	Desano	Chief	oxpé̥	oxpé̥	ɔ x p ɨ		448	701		ɔ x p ɨ
1035	Yupua	Chief	máhi	máhi	m a h i		449	702		m a h i
1036	Yahuna	Chief	īpí	īpí	iː p i		448	701		iː - p i
1037	Koretu	Chief	ḥé̥(e)he̥	ḥé̥he̥	ħ ɨ h ɨ		449	702		ħ ɨ h ɨ
962	Desano	Child	maxĩ(g)ẽ́ 	maxĩẽ́	m a x ĩ ẽ		453	648		m a x ĩ ẽ
963	Yupua	Child	siī́ṅgee̥	siī́ṅgee̥	s i iː ŋ g e ɨ		456	649		s i iː ŋ g e ɨ
964	Yahuna	Child	mē̠ní	mē̠ní	m ɛː n i		455	650		m ɛː - n i
965	Koretu	Child	nī́ya	nī́ya	n iː j a		454	651		n iː j a
966	Yupua	Child	(t)siī́ṅgee̥	siī́ṅgee̥	s i iː ŋ g e ɨ		456	649		s i iː ŋ g e ɨ
967	Yahuna	Child	mē̠'ní	mē̠'ní	m ɛː ʔ n i		455	650		m ɛː ʔ n i
557	Yahuna	Chimney	pā́sikope̠a	pā́sikope̠a	p aː s i k ɔ p ɛ a		460	370		p aː s i k ɔ p ɛ a
558	Yahuna	Chimney	pā(t)sikope̠a	pāsikope̠a	p aː s i k ɔ p ɛ a		460	370		p aː s i k ɔ p ɛ a
87	Desano	Chin	dix̯sípuliru	dix̯sípuliru	d i ç s i p u ɺ i ɾ u		463	58		d i ç s i p u ɺ i ɾ u
88	Yahuna	Chin	dihe̠kóa	dihe̠kóa	d i h ɛ k ɔ a		464	59		d i h ɛ k ɔ a
1061	Desano	Cigar fork	ōlērótsualide̥xpe̥	ōlērótsualide̥xpe̥	ɔː ɺ eː ɾ ɔ t s u a ɺ i d ɨ x p ɨ		466	715		ɔː ɺ eː ɾ ɔ t s u a ɺ i d ɨ x p ɨ
1062	Desano	Cigar fork	ōlēlótsualide̥xpe̥	ōlēlótsualide̥xpe̥	ɔː ɺ eː ɺ ɔ t s u a ɺ i d ɨ x p ɨ		466	715		ɔː ɺ eː ɺ ɔ t s u a ɺ i d ɨ x p ɨ
650	Yahuna	Clay bowl	tsē̠róa	tsē̠róa	t s ɛː ɾ ɔ a		469	432		t s ɛː ɾ ɔ a
651	Yahuna	Clay bowl	tā́pioto	tā́pioto	t aː p i ɔ t ɔ		470	433		t aː p i ɔ t ɔ
653	Yahuna	Clay bowl with foot as handle	muákahe̠	muákahe̠	m u a k a h ɛ		472	435		m u a k a h ɛ
645	Desano	Clay vessel for the drink	gaxbī́tsolo	gaxbī́tsolo	g a x b iː t s ɔ ɺ ɔ		474	429		g a x b iː t s ɔ ɺ ɔ
646	Desano	Clay vessel for the drink	gaxbī́tsoro	gaxbī́tsoro	g a x b iː t s ɔ ɾ ɔ		474	429		g a x b iː t s ɔ ɾ ɔ
255	Desano	Clitoris	kōré̠	kōré̠	k ɔː ɾ ɛ		477	168		k ɔː ɾ ɛ
256	Yupua	Clitoris	bíitu 	bíitu	b i i t u		480	169		b i i t u
257	Yahuna	Clitoris	kṓpahike̠	kṓpahike̠	k ɔː p a h i k ɛ		479	170		k ɔː p a h i k ɛ
258	Koretu	Clitoris	yé̠hē̠re̥	yé̠hē̠re̥	j ɛ h ɛː ɾ ɨ		478	171		j ɛ h ɛː ɾ ɨ
259	Desano	Clitoris	kōlé̠	kōlé̠	k ɔː ɺ ɛ		477	168		k ɔː ɺ ɛ
588	Desano	Cloth	tsū́līro	tsū́līro	t s uː ɺ iː ɾ ɔ		483	390		t s uː ɺ iː ɾ ɔ
589	Yahuna	Cloth	sā́ya 	sā́ya	s aː j a		484	391		s aː j a
381	Desano	Cloud	imī́kakuruli	imī́kakuruli	i m iː k a k u ɾ u ɺ i		486	257		i m iː k a k u ɾ u ɺ i
382	Yahuna	Cloud	uhḗ̠pe̠ma	uhḗ̠pe̠ma	u h ɛː p ɛ m a		487	258		u h ɛː p ɛ m a
731	Yupua	Club	toatíe̥	toatíe̥	t ɔ a t i ɨ		491	493		t ɔ a t i ɨ
732	Yahuna	Club	kuhía	kuhía	k u h i a		490	494		k u h i a
733	Koretu	Club	pṓnape̥	pṓnape̥	p ɔː n a p ɨ		489	495		p ɔː n a p ɨ
734	Yahuna	Club	kuía	kuía	k u i a		490	494		k u - i a
368	Desano	Coal	nix̯ti	nix̯ti	n i ç t i		494	249		n i ç t i
369	Yahuna	Coal	pē̠kapulúa	pē̠kapulúa	p ɛː k a p u ɺ u a		496	250		p ɛː k a p u ɺ u a
370	Koretu	Coal	yakotitī́ri	yakotitī́ri	j a k ɔ t i t iː ɾ i		495	251		j a k ɔ t i t iː ɾ i
371	Desano	Coal	(pē̠áme)nix̯ti	nix̯ti	n i ç t i		494	249		n i ç t i
1178	Desano	Coati	mix̯pi	mix̯pi	m i ç p i		499	774		m i ç p i
1179	Yupua	Coati	ui(x̯)pí	uipí	u i p i		500	775		u i p i -
1180	Yahuna	Coati	uipía	uipía	u i p i a		500	775		u i p i a
1181	Koretu	Coati	míhi	míhi	m i h i		499	774		m i h - i
1182	Koretu	Coati	mí'hi	mí'hi	m i ʔ h i		499	774		m i ʔ h i
915	Desano	Coca	axpí	axpí	a x p i		505	623		a x - p i
916	Yupua	Coca	gā́(x)pi	gā́pi	g aː p i		505	623		- g aː p i
917	Yahuna	Coca	taā́biku	taā́biku	t a aː b i k u		507	624		t a aː b i k u
918	Koretu	Coca	tā́ḥire̥	tā́ḥire̥	t aː ħ i ɾ ɨ		506	625		t aː ħ i ɾ ɨ
919	Desano	Coca	axbí	axbí	a x b i		505	623		a x - b i
920	Yupua	Coca	gā́pi	gā́pi	g aː p i		505	623		- g aː p i
673	Yahuna	Coca hammer	(t)sopálikiuahóa	sopálikiuahóa	s ɔ p a ɺ i k i u a h ɔ a		512	452		s ɔ p a ɺ i k i u a h ɔ a
1699	Yupua	Cocoa	kakáu	kakáu	k a k a u		514	1100		k a k a u -
1700	Yahuna	Cocoa	kakáu	kakáu	k a k a u		514	1100		k a k a u -
1701	Yahuna	Cocoa	kakáua	kakáua	k a k a u a		514	1100		k a k a u a
1702	Yahuna	Cocoa	iyotū́li	iyotū́li	i j ɔ t uː ɺ i		515	1101		i j ɔ t uː ɺ i
1896	Desano	Cold	yex̯sā́nika	yex̯sā́nika	j e ç s aː n i k a		519	1221		j e ç s aː n i k a
1897	Yupua	Cold	(t)se̥x̯(t)sé̥	se̥x̯sé̥	s ɨ ç s ɨ		522	1222		s ɨ ç s ɨ
1898	Yahuna	Cold	híhia	híhia	h i h i a		521	1223		h i h i a
1899	Koretu	Cold	táe̥ne̠	táe̥ne̠	t a ɨ n ɛ		520	1224		t a ɨ n ɛ
1900	Yupua	Cold	se̥x̯sé̥	se̥x̯sé̥	s ɨ ç s ɨ		522	1222		s ɨ ç s ɨ
1901	Yupua	Cold	(t)six̯(t)sí	six̯sí	s i ç s i		522	1222		s i ç s i
820	Desano	Comb	pē̠yóue(a)ro	pē̠yóuero	p ɛː j ɔ u e ɾ ɔ		526	552		p ɛː j ɔ u e ɾ ɔ
821	Yupua	Comb	(ṅ)gé̥ege̥le̥	gé̥ege̥le̥	g ɨ e g ɨ ɺ ɨ		527	553		g ɨ e g ɨ ɺ ɨ
822	Yahuna	Comb	iipáya	iipáya	i i p a j a		528	554		i i p a j a
823	Koretu	Comb	ké̥(i)la̠	ké̥la̠	k ɨ ɺ ɑ		527	553		k ɨ - - - ɺ ɑ
824	Yahuna	Comb	iipáy(e)	iipáy	i i p a j		528	554		i i p a j -
2178	Yupua	Come here!	u(a)ā́li(t)x̯ú	uā́lix̯ú	u aː ɺ i ç u		533	1413		u aː ɺ i ç u
2179	Koretu	Come here!	oatá	oatá	ɔ a t a		532	1414		ɔ a t a
2180	Yupua	Come here!	uā́li(t)x̯ú	uā́lix̯ú	u aː ɺ i ç u		533	1413		u aː ɺ i ç u
632	Desano	Cooking pot	kīpútsu̠ru̠	kīpútsu̠ru̠	k iː p u t s ʊ ɾ ʊ		536	422		k iː p u t s ʊ ɾ ʊ
633	Yupua	Cooking pot	tx̯ó(o)lo	tx̯ólo	t ç ɔ ɺ ɔ		536	422		- - - - t ç ɔ ɺ ɔ
634	Yahuna	Cooking pot	hotoitahá	hotoitahá	h ɔ t ɔ i t a h a		538	423		h ɔ t ɔ i t a h a
635	Koretu	Cooking pot	hḗ̠ne̠ke̠alo	hḗ̠ne̠ke̠alo	h ɛː n ɛ k ɛ a ɺ ɔ		537	424		h ɛː n ɛ k ɛ a ɺ ɔ
636	Yupua	Cooking pot	t(š)ó(o)lo	tólo	t ɔ ɺ ɔ		536	422		- - - - t - ɔ ɺ ɔ
637	Yupua	Cooking pot	sṓro	sṓro	s ɔː ɾ ɔ		536	422		- - - - - s ɔː ɾ ɔ
638	Yupua	Cooking pot	sṓlo	sṓlo	s ɔː ɺ ɔ		536	422		- - - - - s ɔː ɺ ɔ
1712	Yahuna	Copoasú	mānyayapúa	mānyayapúa	m aː n j a j a p u a		544	1109		m aː n j a j a p u a
1713	Yahuna	Copoasú	ī́oa	ī́oa	iː ɔ a		545	1110		iː ɔ a
1714	Yahuna	Copoaï	yātúlika	yātúlika	j aː t u ɺ i k a		547	1111		j aː t u ɺ i k a
1715	Yahuna	Copoaï	yātúlike	yātúlike	j aː t u ɺ i k e		547	1111		j aː t u ɺ i k e
1648	Desano	Corn	ohṓle̥xka	ohṓle̥xka	ɔ h ɔː ɺ ɨ x k a		550	1072		ɔ h ɔː ɺ ɨ x k a
1649	Yupua	Corn	óo	óo	ɔ ɔ		553	1073		ɔ ɔ
1650	Yahuna	Corn	óaka	óaka	ɔ a k a		552	1074		ɔ a k a
1651	Koretu	Corn	mitólike̠re̥	mitólike̠re̥	m i t ɔ ɺ i k ɛ ɾ ɨ		551	1075		m i t ɔ ɺ i k ɛ ɾ ɨ
1286	Desano	Corocoró	kōlólu	kōlólu	k ɔː ɺ ɔ ɺ u		555	843		k ɔː - ɺ ɔ ɺ u
1287	Yupua	Corocoró	koló	koló	k ɔ ɺ ɔ		555	843		k ɔ - - - ɺ ɔ
1288	Yahuna	Corocoró	ḳoákuru	ḳoákuru	? ɔ a k u ɾ u		555	843		? ɔ a k u ɾ u
1289	Koretu	Corocoró	likókoto	likókoto	ɺ i k ɔ k ɔ t ɔ		556	844		ɺ i k ɔ k ɔ t ɔ
1290	Desano	Corocoró	kōróru	kōróru	k ɔː ɾ ɔ ɾ u		555	843		k ɔː - ɾ ɔ ɾ u
1291	Yupua	Corocoró	koró	koró	k ɔ ɾ ɔ		555	843		k ɔ - - - ɾ ɔ
582	Desano	Cotton	yulá	yulá	j u ɺ a		562	387		j u ɺ - - a
583	Yupua	Cotton	yuláme̠	yuláme̠	j u ɺ a m ɛ		562	387		j u ɺ a m ɛ
584	Yahuna	Cotton	yutáka	yutáka	j u t a k a		564	388		j u t a k a
585	Koretu	Cotton	i'(i)ótāre̥	i'ótāre̥	i ʔ ɔ t aː ɾ ɨ		563	389		i ʔ ɔ t aː ɾ ɨ
586	Desano	Cotton	yurá	yurá	j u ɾ a		562	387		j u ɾ - - a
587	Yahuna	Cotton	yu(x)táka	yutáka	j u t a k a		564	388		j u t a k a
579	Koretu	Cotton hammock	i(i)otáḥae	iotáḥae	i ɔ t a ħ a e		569	385		i ɔ t a ħ a e
1018	Desano	Cousin (female)	mé̠oko	mé̠oko	m ɛ ɔ k ɔ		571	690		m ɛ ɔ k ɔ
1017	Desano	Cousin (male)	mé̠oke	mé̠oke	m ɛ ɔ k e		573	689		m ɛ ɔ k e
1947	Desano	Cowardly	buxtā́nima	buxtā́nima	b u x t aː n i m a		575	1259		b u x t aː n i m a
1948	Yahuna	Cowardly	oā́malimakíaka	oā́malimakíaka	ɔ aː m a ɺ i m a k i a k a		576	1260		ɔ aː m a ɺ i m a k i a k a
1949	Desano	Cowardly	buxtā́lima	buxtā́lima	b u x t aː ɺ i m a		575	1259		b u x t aː ɺ i m a
1585	Desano	Crab	ṅ(g)āmí	ṅāmí	ŋ aː m i		579	1032		ŋ aː - m i -
1586	Yahuna	Crab	āmía	āmía	aː m i a		579	1032		- aː - m i a
1587	Koretu	Crab	kiá(a)mi	kiámi	k i a m i		579	1032		k i a m i -
1541	Yahuna	Cricket	múḥua	múḥua	m u ħ u a		583	998		m u ħ u a
1183	Desano	Cuatipurú	mix̯tsóka	mix̯tsóka	m i ç t s ɔ k a		585	776		m i ç t s ɔ k a
1184	Yupua	Cuatipurú	póe̠ro	póe̠ro	p ɔ ɛ ɾ ɔ		588	777		p ɔ ɛ ɾ ɔ
1185	Yahuna	Cuatipurú	mé̠ne̠lika	mé̠ne̠lika	m ɛ n ɛ ɺ i k a		587	778		m ɛ n ɛ ɺ i k a
1186	Koretu	Cuatipurú	ualipoké̠ase̥	ualipoké̠ase̥	u a ɺ i p ɔ k ɛ a s ɨ		586	779		u a ɺ i p ɔ k ɛ a s ɨ
1718	Yahuna	Cubiu	bārá	bārá	b aː ɾ a		590	1113		b aː ɾ a
1704	Yahuna	Cucura	ī(d)yáka	īyáka	iː j a k a		592	1103		iː j a k a
1278	Desano	Cujubim	kalá	kalá	k a ɺ a		594	838		k a ɺ a
1279	Yupua	Cujubim	kā́la	kā́la	k aː ɺ a		594	838		k aː ɺ a
1280	Yahuna	Cujubim	kúdyuiga	kúdyuiga	k u d j u i g a		596	839		k u d j u i g a
1281	Koretu	Cujubim	kúyui̯	kúyui̯	k u j u j		595	840		k u j u j
1716	Yahuna	Cumaru	kumarú	kumarú	k u m a ɾ u		599	1112		k u m a ɾ u
1717	Yahuna	Cumaru	kumalú	kumalú	k u m a ɺ u		599	1112		k u m a ɺ u
1666	Desano	Curatá	tsīrālī́(g)e̠	tsīrālī́e̠	t s iː ɾ aː ɺ iː ɛ		602	1084		t s iː ɾ aː ɺ iː ɛ
573	Desano	Curauá fibers	yohó	yohó	j ɔ h ɔ		604	382		j ɔ h ɔ
610	Desano	Cylinder made of tree bark for storing manioc dough	ṓsetsalino	ṓsetsalino	ɔː s e t s a ɺ i n ɔ		606	406		ɔː s e t s a ɺ i n ɔ
946	Desano	Daddy	aé̥	aé̥	a ɨ		608	640		a - ɨ
947	Yupua	Daddy	āí	āí	aː i		608	640		aː - i
948	Yahuna	Daddy	ābí	ābí	aː b i		608	640		aː b i
949	Yupua	Daddy	āé̥	āé̥	aː ɨ		608	640		aː - ɨ
831	Yahuna	Dance device that represents a fish trap and is worn on the braid	nikópika	nikópika	n i k ɔ p i k a		613	559		n i k ɔ p i k a
870	Desano	Dance pole made of hollowed ambaúva wood	ṓyuxku	ṓyuxku	ɔː j u x k u		615	590		ɔː j u x k u
871	Yahuna	Dance pole made of hollowed ambaúva wood	uālá	uālá	u aː ɺ a		616	591		u aː ɺ a
861	Desano	Dance rattle (pumpkin rattle)	yaxsá	yaxsá	j a x s a		618	581		j a x s a
862	Yupua	Dance rattle (pumpkin rattle)	(t)saxtsée̥le̥	saxtsée̥le̥	s a x t s e ɨ ɺ ɨ		621	582		s a x t s e ɨ ɺ ɨ
863	Yahuna	Dance rattle (pumpkin rattle)	yapube̠hó	yapube̠hó	j a p u b ɛ h ɔ		620	583		j a p u b ɛ h ɔ
864	Koretu	Dance rattle (pumpkin rattle)	kṓ(o)kiare̥	kṓkiare̥	k ɔː k i a ɾ ɨ		619	584		k ɔː k i a ɾ ɨ
865	Yupua	Dance rattle (pumpkin rattle)	sasá	sasá	s a s a		622	585		s a s a
1967	Yupua	Dark	be̥xkániama	be̥xkániama	b ɨ x k a n i a m a		624	1268		b ɨ x k a n i a m a
1004	Desano	Daughter	yémã(g)õ	yémãõ	j e m ã ɔ̃		626	679		j e - m ã ɔ̃
1005	Yupua	Daughter	yee̥mã́(g)ã	yee̥mã́ã	j e ɨ m ã ã		626	679		j e ɨ m ã ã
1006	Yahuna	Daughter	yimákipako	yimákipako	j i m a k i p a k ɔ		628	680		j i m a k i p a k ɔ
1007	Koretu	Daughter	símako	símako	s i m a k ɔ		627	681		s i m a k ɔ
454	Yahuna	Dawn	oā́liliga	oā́liliga	ɔ aː ɺ i ɺ i g a		631	302		ɔ aː ɺ i ɺ i g a
430	Desano	Day	e̥mé̥	e̥mé̥	ɨ m ɨ		633	288		ɨ m ɨ - - - -
431	Yupua	Day	é̥me̥de̠(x̯)ka	é̥me̥de̠ka	ɨ m ɨ d ɛ k a		633	288		ɨ m ɨ d ɛ k a
432	Yahuna	Day	imía	imía	i m i a		633	288		i m i - - - a
